codart|nomart|grupo|marca|precio_a|precio_b|precio_d|codfam|stk01|stk06|alterno
37300-2E400|ALTERNADOR HYUNDAI TUCSON 2014|TUCSO|00163|343.8500|299.0000|99.1500|KOREA|||
94460-2E000-SEO|FLOTANTE PRINCIPAL HYUNDAI TUCSON SEONG (2E200)|TUCSO|00062|13.8900|12.0800|3.3500|CHINA|||
93410-2E000|PALANCA LUCES TUCSON|TUCSO|00122|0.0000|0.0000|0.0000|KOREA|||
0K30C-13-Z40A|FILTRO AIRE MOTOR KIA RIO 1.5|RIO|00163|0.0000|0.0000|0.0000|KOREA|||
22410-3C110-OEM|TAPA VALVULA LH SONATA 3.3 |OTROS|00004|226.1200|196.6300|42.3100|KOREA|||
22420-3C110-OEM|TAPA VALVULA RH SONATA 3.3|OTROS|00004|226.1200|196.6300|42.3100|KOREA|||
22410-37111-OEM|TAPA VALVULA SPORTAGE 2.7 DELANTERA LH|SPTFE|00004|0.0000|0.0000|0.0000|KOREA|||
22420-37113-OEM|TAPA VALVULA SPORTAGE 2.7 TRASERA RH |SPTFE|00004|0.0000|0.0000|0.0000|KOREA|||
28113-07100|FILTRO AIRE KIA PICANTO|PICAN|00163|6.1300|5.3300|1.3100|KOREA|||
97133-07010|FILTRO A/A PICANTO |PICAN|00163|7.5000|6.5200|1.6700|KOREA|||
28113-22051-HAN|FILTRO AIRE ACCENT 1.5 |ACCEN|00163|0.0000|0.0000|0.0000|KOREA|||
25620-37350|TOMA AGUA SPORTAGE 2.7 |SPTFE|00122|0.0000|0.0000|0.0000|KOREA|||
0K52Y-1333X|FILTRO AIRE SEDONA 3.5 / 3.8|OTROS|00002|11.5000|10.0000|2.3100|KOREA|||
25500-22500|TERMOSTATO HYUNDAI ACCENT 1.3/1.5|ACCEN|00122|11.5000|10.0000|2.3500|KOREA|||
97617-4H000|FILTRO A/A HYUNDAI H1 09 (PAR)|H1|00163|8.0500|7.0000|1.5300|KOREA|||
93490-2D000|CABLE ESPIRAL HYUNDAI ELANTRA 1.6 2.0|ELGTZ|00159|26.3800|22.9400|6.9500|KOREA|||
31115-2D000-OEM|ORING TAPA BOMBA MODULO GASOLINA ELANTRA MOTOR 1.6|ELAN|00004|0.0000|0.0000|0.0000|KOREA|||
42620-39200|SENSOR VELOCIDAD ENTRADA CAJA TUCSON/ELANTRA/SANTA|TUCSO|00122|20.7000|18.0000|4.9000|KOREA|||
55323-1C000-OEM|BASE GOMA AMORT. TRASERA GETZ 1.3 1.6|ELGTZ|00004|0.0000|0.0000|0.0000|KOREA|||
42621-39200|SENSOR VELOCIDAD SALIDA ELANTRA TUCSON SANTA FE (39052)|TUCSO|00122|16.1000|14.0000|3.5600|KOREA|||
55116-22000|BUJE BARRA TENSORA TRAS. HYUNDAI ACCENT GRANDE|ACCEN|00163|6.3300|5.5000|0.9300|KOREA|||
46512-39700-OEM|PIÑON KILOMETRAJE SANTA FE SONATA 25 DIENTES |SPTFE|00004|0.0000|0.0000|0.0000|KOREA|||
22321-23000|TORNILLO CAMARA TUCSON/ELANTRA/SPORTAGE 2.0|TUCSO|00165|3.5800|3.1100|0.6100|KOREA|||
93110-22000-FYC|CONMUTADOR ENCENDIDO ACCENT |ACCEN|00147|18.7800|16.3300|4.0400|KOREA|||
22226-23500|TAQUETES TUCSON/ELANTRA 2.0/SPORTAGE 2.0 DE LOCHA|TUCSO|00151|5.4400|4.7300|1.4300|KOREA|||
92101-2B010-SEO|FARO LH HYUNDAI SANTA FE 2007-09 SEONG|SPTFE|00062|163.3000|142.0000|40.0000|CHINA|||
24200-23770-SEO|ARBOL LEVA ESC. HYUNDAI TUCSON / ELANTRA 2.0|TUCSO|00062|70.3800|61.2000|16.0000|CHINA|||
55323-1C000-SEO|BASE GOMA  AMORT. TRASERA HYUNDAI GETZ 1.3 1.6 SEONG|ELGTZ|00062|4.9300|4.2900|1.3000|CHINA|||
23510-38001-SEO|BRAZO BIELA HYUNDAI H1 2007 SEONG|H1|00062|30.9800|26.9400|6.6500|CHINA|||
54830-2G000-SEO|BIELETA DEL. KIA CARENS/OPTIMA SEONG|OTROS|00062|8.6300|7.5000|1.6200|CHINA|||
54840-1G000-SEO|BIELETA DEL. RH KIA RIO CVVT SEONG|OTROS|00062|7.4800|6.5000|1.6200|CHINA|||
54830-1G000-SEO|BIELETA DEL. LH KIA RIO CVVT SEONG|OTROS|00062|7.4800|6.5000|1.6200|CHINA|||
54811-3E160-SEO|BIELETA DEL. RH KIA SORENTO SEONG|OTROS|00062|9.0800|7.9000|1.6200|CHINA|||
54811-3E110-SEO|BIELETA DEL. LH KIA SORENTO SEONG|OTROS|00062|9.0800|7.9000|1.6200|CHINA|||
55530-2B000-SEO|BIELETA TRAS. RH/LH HYUNDAI SANTA FE SEONG|SPTFE|00062|7.4800|6.5000|1.6200|CHINA|||
27300-39050-SEO|BOBINA ENCENDIDO KIA SEDONA 3.5 SEONG|OTROS|00062|29.9000|26.0000|6.8000|CHINA|||
27300-39800-SEO|BOBINA ENCENDIDO KIA SORENTO 3.5 SEONG|OTROS|00062|29.9000|26.0000|6.8000|CHINA|||
21310-02552-SEO|BOMBA ACEITE KIA PICANTO 2009 SEONG|PICAN|00062|57.5000|50.0000|12.2500|CHINA|||
21350-2E330-SEO|BOMBA ACEITE TAPA CADENA HYUNDAI TUCSON 2.0 2015 SEONG|TUCSO|00062|190.4400|165.6000|37.3800|CHINA|||
25100-25002-SEO|BOMBA AGUA KIA CARENS 2.0 CADENA SEONG|OTROS|00062|29.1000|25.3000|6.1500|CHINA|||
25100-39010-SEO|BOMBA AGUA KIA OPIRUS SEDONA 3.5 SEONG|OTROS|00062|49.0400|42.6400|10.8000|CHINA|||
31110-4H500-SEO|BOMBA GASOLINA HYUNDAI H1 2009 SEONG|H1|00062|87.0200|75.6700|16.9200|CHINA|||
31110-3K100-SEO|BOMBA GASOLINA HYUNDAI SONATA 3.3 SEONG|OTROS|00062|87.0200|75.6700|17.2000|CHINA|||
98510-3E000-SEO|BOMBA LIMPIA PARABRISAS HYUNDAI SANTA FE / TUCSON|SPTFE|00062|10.7500|11.0000|2.8300|CHINA|||
55160-1C200-SEO|BUJE DIFERENCIAL TRAS. HYUNDAI GETZ|ELGTZ|00062|0.0000|0.0000|0.0000|CHINA|||
93490-2D000-SEO|CABLE ESPIRAL HYUNDAI ELANTRA 1.6/2.0 SEONG|ELGTZ|00062|15.9900|13.9000|3.8000|CHINA|||
22100-23740-SEO|CAMARA MOTOR HYUNDAI TUCSON / SPORTAGE 2.0 CERATO 2.0 SEONG|TUCSO|00062|637.1000|554.0000|168.0000|CHINA|||
22100-22021-SEO|CAMARA MOTOR HYUNDAI ACCENT SEONG|ACCEN|00062|363.4000|316.0000|96.0000|CHINA|||
22100-22600-SEO|CAMARA MOTOR HYUNDAI ACCENT 1.3/1.5 COMPLETA SEONG|ACCEN|00062|685.4000|596.0000|180.0000|CHINA|||
22100-38410-SEO|CAMARA MOTOR HYUNDAI H1 07 SEONG|H1|00062|493.3500|429.0000|130.0000|CHINA|||
22100-2C010-SEO|CAMARA MOTOR HYUNDAI H1 09 SEONG|H1|00062|977.5000|850.0000|266.0000|CHINA|||
0K65A-15172C-SE|CARCAZA TERMOSTATO SUPERIOR KIA PREGIO SEONG|PREGI|00062|9.7700|8.5000|1.9000|CHINA|||
86810-2B000-SEO|CARTER GUARDAFANDO LH DELANTERO HYUNDAI SANTA FE SEONG|SPTFE|00062|14.9500|13.0000|3.1000|CHINA|||
86810-4H000-SEO|CARTER GUARDAFANFO LH DELANTERO HYUNDAI H1 09 SEONG|H1|00062|14.9500|13.0000|3.2000|CHINA|||
86811-22000-SEO|CARTER GUARDAFANGO LH DELANTERO HYUNDAI ACCENT SEONG|ACCEN|00062|10.9300|9.5000|2.6000|CHINA|||
86811-2D500-SEO|CARTER GUARDAFANGO LH DELANTERO ELANTRA 2D000|ELGTZ|00062|12.6500|11.0000|3.0000|CHINA|||
86811-1F000-SEO|CARTER GUARDAFANGO LH DELANTERO KIA SPORTAGE 09-12 SEONG|SPTFE|00062|14.9500|13.0000|2.7000|CHINA|||
86811-4A001-SEO|CARTER GUARDAFANGO LH DELANTERO HYUNDAI H1 07 (4A700) SEONG|H1|00062|14.9500|13.0000|2.9000|CHINA|||
86811-07500-SEO|CARTER GUARDAFANGO LH DELANTERO KIA PICANTO 08/09 SEONG|PICAN|00062|10.9300|9.5000|2.6000|CHINA|||
86811-2E000-SEO|CARTER GUARDAFANGO LH DELANTERO TUCSON 2005-2008 4 SEONG|TUCSO|00062|14.9500|13.0000|2.8000|CHINA|||
86811-2E010-SEO|CARTER GUARDAFANGO LH DELANTERO TUCSON 4X4 SEONG|TUCSO|00062|14.9500|13.0000|2.9000|CHINA|||
86821-2E000-SEO|CARTER GUARDAFANGO LH TRASERO TUCSON 4X2 SEONG|TUCSO|00062|14.9500|13.0000|4.6000|CHINA|||
86812-22000-SEO|CARTER GUARDAFANGO RH DELANTERO HYUNDAI ACCENT SEONG|ACCEN|00062|10.9300|9.5000|2.6000|CHINA|||
86812-2D500-SEO|CARTER GUARDAFANGO RH DELANTERO ELANTRA 2D000|ELGTZ|00062|12.6500|11.0000|3.0000|CHINA|||
86812-4A001-SEO|CARTER GUARDAFANGO RH DELANTERO HYUNDAI H1 07 (4A700) SEONG|H1|00062|14.9500|13.0000|2.9000|CHINA|||
86820-4H000-SEO|CARTER GUARDAFANGO RH DELANTERO HYUNDAI H1 09 SEONG|H1|00062|14.9500|13.0000|3.2000|CHINA|||
86812-07500-SEO|CARTER GUARDAFANGO RH DELANTERO KIA PICANTO 08/09 SEONG|PICAN|00062|10.9300|9.5000|2.6000|CHINA|||
86820-2B000-SEO|CARTER GUARDAFANGO RH DELANTERO HYUNDAI SANTA FE SEONG|SPTFE|00062|14.9500|13.0000|3.1000|CHINA|||
86812-1F000-SEO|CARTER GUARDAFANGO RH DELANTERO KIA SPORTAGE 09-12 SEONG|SPTFE|00062|14.9500|13.0000|2.7000|CHINA|||
86812-2E000-SEO|CARTER GUARDAFANGO RH DELANTERO TUCSON 2005-2008 4 SEONG|TUCSO|00062|14.9500|13.0000|2.8000|CHINA|||
86812-2E010-SEO|CARTER GUARDAFANGO RH DELANTERO TUCSON 4X4 SEONG|TUCSO|00062|14.9500|13.0000|2.9000|CHINA|||
86822-2E000-SEO|CARTER GUARDAFANGO RH TRASERO TUCSON 4X2 SEONG|TUCSO|00062|14.9500|13.0000|4.6000|CHINA|||
27300-3980B-SEO|CHUPON BOBINA KIA SORENTO 3.5 / SEDONA 3.5|OTROS|00062|0.0000|0.0000|0.0000|CHINA|||
27301-2370B-SEO|CHUPON BOBINA SANTA FE 07 06-12/ OPTIMA 2.4-2.7|SPTFE|00062|0.0000|0.0000|0.0000|CHINA|||
27300-3F10B-SEO|CHUPON BOBINA SPORTAGE / SANTA FE/ H1 09|SPTFE|00062|0.0000|0.0000|0.0000|CHINA|||
93110-22000-SEO|CONMUTADOR ENCENDIDO ACCENTÂ |ACCEN|00062|0.0000|0.0000|0.0000|CHINA|||
93110-4A000-SEO|CONMUTADOR IGNICION ATOS / PICANTO / H1 2006 - 200|H1|00062|0.0000|0.0000|0.0000|CHINA|||
49140-4A500-SEO|CRUCETA HYUNDAI H1 2007 SEONG|H1|00062|13.2300|11.5000|2.2500|CHINA|||
0W001-25-060A-S|CRUCETA KIA PREGIO SEONG|PREGI|00062|14.3800|12.5000|2.8500|CHINA|||
23121-26000-SEO|ENGRANAJE CIGUENAL HYUNDAI ACCENT 24 DIENTES SEONG|ACCEN|00062|11.2500|9.7800|1.9500|CHINA|||
57150-22000-SEO|ENVASE RESERVORIO DIRECCION HIDRAULICA ACCENT|ACCEN|00062|17.8300|15.5000|4.1500|CHINA|||
92201-FD000-SEO|FARO ANTINIEBLA LH KIA RIO STYLUS SEONG|RIO|00062|22.0300|19.1600|5.2000|CHINA|||
92201-2E000-SEO|FARO ANTINIEBLA LH HYUNDAI TUCSON SEONG|TUCSO|00062|22.0300|19.1600|4.8000|CHINA|||
92202-FD000-SEO|FARO ANTINIEBLA RH KIA RIO STYLUS SEONG|RIO|00062|22.0300|19.1600|5.2000|CHINA|||
92202-2E000-SEO|FARO ANTINIEBLA RH HYUNDAI TUCSON SEONG|TUCSO|00062|22.0300|19.1600|4.8000|CHINA|||
92102-2B010-SEO|FARO RH HYUNDAI SANTA FE 2007-09 SEONG|SPTFE|00062|163.3000|142.0000|40.0000|CHINA|||
97133-07010-SEO|FILTRO A/A KIA PICANTO SEONG|PICAN|00062|4.9500|4.3000|1.0000|CHINA|||
97619-FD000-SEO|FILTRO A/A KIA RIO STYLUS SEONG|RIO|00062|6.3300|5.5000|1.3000|CHINA|||
97133-2B010-SEO|FILTRO A/A HYUNDAI SANTA FE 2007 / SONATA 3.3 SEONG|SPTFE|00062|4.4900|3.9000|0.8500|CHINA|||
0K52Y-1333X-SEO|FILTRO AIRE KIA SEDONA 3.5 / 3.8 SEONG|OTROS|00062|7.1300|6.2000|1.2000|CHINA|||
0K60C-23-570-SE|FILTRO GASOIL KIA PREGIO 3.0/H100 CON SENSOR SEONG|PREGI|00062|14.4300|12.5500|3.5000|CHINA|||
0K52Y-20-490-SE|FILTRO GASOLINA KIA SEDONA 3.5 SEONG|OTROS|00062|7.8000|6.7800|1.7200|CHINA|||
31911-4D600-SEO|FILTRO GASOLINA KIA SEDONA 3.8 SEONG|OTROS|00062|7.8000|6.7800|1.7200|CHINA|||
31112-3Q500-SEO|FILTRO GASOLINA TUCSON/SPORTAGE 11-14 SEONG|TUCSO|00062|8.2800|7.2000|1.7200|CHINA|||
94460-1D000-SEO|FLOTANTE GASOLINA KIA CARENS SEONG|OTROS|00062|10.9300|9.5000|2.1500|CHINA|||
94430-4A050-SEO|FLOTANTE GASOLINA HYUNDAI H1 07 SEONG|H1|00062|14.4900|12.6000|2.8000|CHINA|||
94460-07100-SEO|FLOTANTE GASOLINA KIA PICANTO SEONG|PICAN|00062|9.7700|8.5000|2.3200|CHINA|||
94460-3K000-SEO|FLOTANTE GASOLINA HYUNDAI SONATA 3.3 SEONG|OTROS|00062|16.6800|14.5000|2.3200|CHINA|||
0K72A-62-610-SE|GATO COMPUERTA RH KIA PREGIO SEONG|PREGI|00062|15.4300|13.4200|3.4600|CHINA|||
0K72A-63-610-SE|GATO COMPUERTA LH KIA PREGIO SEONG|PREGI|00062|15.4300|13.4200|3.4600|CHINA|||
24432-37100-SEO|GUIA CADENA 1 SUPERIOR KIA SPORTAGE 2.7 37100|SPTFE|00062|0.0000|0.0000|0.0000|CHINA|||
41430-23200-SEO|HORQUILLA EMBRAGUE RIO/ACCENT CVVT CERATO|ELGTZ|00062|11.5000|10.0000|1.8700|CHINA|||
35310-22600-SEO|INYECTOR HYUNDAI GETZ 1.6/ELANTRA SEONG|ELGTZ|00062|15.5800|13.5500|3.5000|CHINA|||
35310-38010-SEO|INYECTOR H1 / SANTA FE/ SONATA/ SOREN/ SED SEONG|H1|00062|16.7300|14.5500|3.5000|CHINA|||
20910-03M05-SEO|JGO EMPACADURA HYUNDAI i10 SEONG|I10|00062|34.3300|29.8500|6.6200|CHINA|||
82220-1C002-SEO|LAME VIDRIO DELT DER GETZ|ELGTZ|00062|12.7400|11.0800|2.7500|CHINA|||
82210-1C001-SEO|LAME VIDRIO DELT IZQ GETZ|ELGTZ|00062|12.7400|11.0800|2.7500|CHINA|||
83220-1C002-SEO|LAME VIDRIO TRAS DER GETZ|ELGTZ|00062|12.7400|11.0800|2.7500|CHINA|||
83210-1C002-SEO|LAME VIDRIO TRAS IZQ GETZ|ELGTZ|00062|12.7400|11.0800|2.7500|CHINA|||
97310-07000-SEO|MANGUERA AGUA CALEFACCION KIA PICANTO SEONG|PICAN|00062|7.4800|6.5000|0.9500|CHINA|||
25469-26102-SEO|MANGUERA  AGUA HYUNDAI GETZ 1.6 SEONG|ELGTZ|00062|5.6400|4.9000|0.9500|CHINA|||
54500-2B000-SEO|MESETA DELANTERA LH SANTA FE 2.7 2007 A 2009 SEONG|SPTFE|00062|56.9300|49.5000|12.8000|CHINA|||
51750-4D000-SEO|MOZO RUEDA DELT KIA SEDONA 3.8 SEONG|OTROS|00062|78.0900|67.9000|18.1500|CHINA|||
51760-1G000-SEO|MUNON ACC/RIO CVVT 1.6 SEONG|OTROS|00062|8.1600|7.1000|2.1500|CHINA|||
0K72A-34-510A-S|MUNON KIA PREGIO 3.0 KP|PREGI|00062|0.0000|0.0000|0.0000|CHINA|||
31115-2D000-SEO|ORING TAPA BOMBA MODULO GASOLINA ELANTRA MOTOR 1.6 SEONG|ELGTZ|00062|4.6000|4.0000|0.9500|CHINA|||
93410-2E000-SEO|PALANCA LUCES HYUNDAI TUCSON SEONG|TUCSO|00062|28.9000|25.0000|6.0000|CHINA|||
31380-3K100-SEO|REGULADOR GASOLINA HYUNDAI SONATA 3.3 SEONG|OTROS|00062|14.0800|12.2400|2.8000|CHINA|||
35301-23500-SEO|REGULADOR PRESION GASOLINA FLAUTA ELANTRA 2.0 SEONG|ELGTZ|00062|16.7400|14.5600|3.5000|CHINA|||
0K2A2-13-280-SE|REGULADOR PRESION GASOLINA KIA RIO STYLUS SEONG|RIO|00062|10.9300|9.5000|2.6900|CHINA|||
54612-4D000-SEO|RODAMIENTO BASE AMORT STA FE/H1 09/SED 3.8 SEONG|SPTFE|00062|7.4200|6.4500|1.6500|CHINA|||
57724-4H000-SEO|ROTULA HYUNDAI H1 2008-2015 4H100 SEONG|H1|00062|9.7700|8.5000|2.0300|CHINA|||
39350-22600-SEO|SENSOR ARBOL LEVA HYUNDAI GETZ/ELANTRA 1.6 SEONG|ELGTZ|00062|12.2100|10.6200|2.3100|CHINA|||
0K30E-18-131B-S|SENSOR ARBOL LEVA KIA RIO STYLUS 1.5 SEONG|RIO|00062|13.5100|11.7500|2.6500|CHINA|||
39318-39800-SEO|SENSOR ARBOL LEVA KIA SORENTO 3.8 SEONG|OTROS|00062|14.9000|12.9600|3.6000|CHINA|||
39250-26600-SEO|SENSOR GOLPETEO HYUNDAI ELANTRA/GETZ/TUCSON 2 PINES SEONG|ELGTZ|00062|11.5000|10.0000|2.3200|CHINA|||
39250-37100-SEO|SENSOR GOLPETEO KIA SPORTAGE RH SEONG|SPTFE|00062|13.2300|11.5000|2.3200|CHINA|||
39250-37150-SEO|SENSOR GOLPETEO KIA SPORTAGE LH SEONG|SPTFE|00062|13.2300|11.5000|2.3200|CHINA|||
0K2A1-17-400-SE|SENSOR KM KIA RIO|RIO|00062|0.0000|0.0000|0.0000|CHINA|||
28164-25000-SEO|SENSOR MAF KIA CARENS/OPTIMA 2.0 DE CADENA SEONG|OTROS|00062|45.2000|39.3000|10.1500|CHINA|||
28100-39400-SEO|SENSOR MAF KIA SEDONA 3.5 / SORENTO 3.5 SEONG|OTROS|00062|50.9500|44.3000|9.5500|CHINA|||
39330-22000-SEO|SENSOR MAP HYUNDAI ACCENT 1.3 SEONG|ACCEN|00062|12.0800|10.5000|2.8500|CHINA|||
39300-2B000-SEO|SENSOR MAP KIA CERATO 1.6 SEONG|OTROS|00062|13.2300|11.5000|2.3200|CHINA|||
39300-22600-SEO|SENSOR MAP HYUNDAI ELANTRA/GETZ 1.6 SEONG|ELGTZ|00062|12.0800|10.5000|2.6900|CHINA|||
39210-23500-SEO|SENSOR OXIGENO HYUNDAI ELANTRA XD SEONG|ELGTZ|00062|30.8900|26.8600|6.3200|CHINA|||
39210-22620-SEO|SENSOR OXIGENO HYUNDAI GETZ/ELANTRA 1.6 SEONG|ELGTZ|00062|30.8900|26.8600|6.3200|CHINA|||
39210-38405-SEO|SENSOR OXIGENO HYUNDAI H1 2007 SEONG|H1|00062|33.2400|28.9000|6.3200|CHINA|||
39210-2C100-SEO|SENSOR OXIGENO HYUNDAI H1 2009 SEONG|H1|00062|33.2400|28.9000|6.3200|CHINA|||
39210-02640-SEO|SENSOR OXIGENO KIA PICANTO PRE CATALIZADOR SEONG|PICAN|00062|30.8900|26.8600|6.8000|CHINA|||
39210-2X010-SEO|SENSOR OXIGENO KIA RIO STYLUS 1.5 SEONG|RIO|00062|30.8900|26.8600|6.3200|CHINA|||
39210-3C200-SEO|SENSOR OXIGENO HYUNDAI SONATA 3.3 TRAS RH SEONG|OTROS|00062|36.7100|31.9200|6.3200|CHINA|||
39210-39820-SEO|SENSOR OXIGENO KIA SORENTO/SEDONA 3.5 SEONG|OTROS|00062|36.7100|31.9200|6.3200|CHINA|||
39210-23710-SEO|SENSOR OXIGENO HYUNDAI TUCSON/ELANTRA SEONG|TUCSO|00062|30.8900|26.8600|6.3200|CHINA|||
39310-39800-SEO|SENSOR POSICION CIGUENAL KIA SORENTO/SEDONA V6 3.5L SEONG *CONECTOR TRIANGULAR*|OTROS|00062|17.4300|15.1600|2.9200|CHINA|||
39310-39110-SEO|SENSOR POSICION CIG. KIA SORENTO 3.5 SEONG *CONECTOR PLANO*|OTROS|00062|17.4300|15.1600|3.0800|CHINA|||
42621-39200-SEO|SENSOR VELOCIDAD SALIDA ELANTRA/TUCSON/SANTA FE SEONG|TUCSO|00062|15.8200|13.7600|3.0000|CHINA|||
25441-26100-SEO|TAPA ENVASE AGUA GETZ/PICANTO/ STA FE SEONG|ELGTZ|00062|4.4900|3.9000|0.9000|CHINA|||
22410-23850-SEO|TAPA VALVULA HYUNDAI TUCSON METALICA SEONG|TUCSO|00062|102.3500|89.0000|21.0000|CHINA|||
22410-3C110-SEO|TAPA VALVULA HYUNDAI SONATA 3.3 LH SEONG|OTROS|00062|207.0000|180.0000|41.0000|CHINA|||
22420-3C110-SEO|TAPA VALVULA HYUNDAI SONATA 3.3 RH SEONG|OTROS|00062|207.0000|180.0000|43.0000|CHINA|||
56820-1G000-SEO|TERMINAL DIRECCION ACCENT/RIO CVVT RH SEONG|OTROS|00062|11.2200|9.7600|2.3500|CHINA|||
56820-1G900-SEO|TERMINAL DIRECCION ACCENT/RIO CVVT LH SEONG|OTROS|00062|11.2200|9.7600|2.3500|CHINA|||
25500-22250-SEO|TERMOSTATO HYUNDAI ACCENT 1.3/1.5 SEONG|ACCEN|00062|9.7700|8.5000|2.3000|CHINA|||
25500-38400-SEO|TERMOSTATO HYUNDAI H1 2007  / CERATO 1.6 CADENA SEONG|H1|00062|15.5300|13.5000|1.8500|CHINA|||
25620-37350-SEO|TOMA AGUA KIA SPORTAGE 2.7 SEONG|SPTFE|00062|91.2000|79.3000|21.0000|CHINA|||
25620-3C100-SEO|TOMA  AGUA TERMOSTATO HYUNDAI SONATA 3.3 SEONG|OTROS|00062|123.4600|107.3600|29.5000|CHINA|||
35150-25700-SEO|VALVULA IAC KIA CARENS/OPTIMA CADENA SEONG|OTROS|00062|29.6500|25.7800|5.6900|CHINA|||
54501-2B000-SEO|MESETA DELANTERA RH SANTA FE 2.7 2007 A 2009 SEONG|SPTFE|00062|56.9300|49.5000|12.8000|CHINA|||
24312-38220-SEO|CORREA TIEMPO HYUNDAI H1|H1|00062|0.0000|0.0000|0.0000|CHINA|||
24410-38001-SEO|TENSOR HIDRAULICO HYUNDAI H1 07 SEONG|H1|00062|0.0000|0.0000|0.0000|CHINA|||
24450-38010-SEO|POLEA TENSORA TIEMPO HYUNDAI H1 07 / SONATA 2.5|H1|00062|0.0000|0.0000|0.0000|CHINA|||
24810-38001-SEO|POLEA LOCA CORREA TIEMPO HYUNDAI H1 07|H1|00062|0.0000|0.0000|0.0000|CHINA|||
23357-38001-SEO|POLEA TENSORA CORREA BALANCEADORA HYUNDAI H1 07|H1|00062|0.0000|0.0000|0.0000|CHINA|||
57724-D3000|ROTULA HYUNDAI TUCSON 15-18|TUCSO|00163|15.5300|13.5000|3.0900|KOREA|||
23060-22720|JGO. CONCHA BIELA HYUNDAI ACC/GETZ STD (22960)|ELGTZ|00035|11.5000|10.0000|2.4100|KOREA|||
22144-2B001-MOB|ESTOPERA ARBOL DE LEVA ACCENT/TUCSON/GETZ MOBIS|ELGTZ|00004|0.0000|0.0000|0.0000|KOREA|||
25281-2E350-K|TENSOR CORREA UNICA TUCSON 2015 UNION|TUCSO|00126|52.6000|45.7400|9.9200|KOREA|||
21312-3C100-SEO|ENGRANAJE BOMBA ACEITE SONATA 3.3/ SOREN/SEDO/VERA|OTROS|00062|0.0000|0.0000|0.0000|CHINA|||
24322-3C100-SEO|CADENA BOMBA ACEITE SONATA 3.3/ SOREN/SEDO/VERA 3.|OTROS|00062|0.0000|0.0000|0.0000|CHINA|||
24471-3C100-SEO|GUIA CADENA BOMBA ACEITE  SONATA 3.3/ SOREN /SEDO/VERA 3.8|OTROS|00062|0.0000|0.0000|0.0000|CHINA|||
24560-3C100-SEO|TENSOR CADENA BOMBA ACEITE  SONATA 3.3/ SOREN /SEDO/VERA 3.8|OTROS|00062|0.0000|0.0000|0.0000|CHINA|||
24410-3C300-SEO|TENSOR HIDRAULICO CADENA TIEMPO SONATA 3.3/SOREN /SEDO/VERA 3.8|OTROS|00062|0.0000|0.0000|0.0000|CHINA|||
24820-3C100-SEO|BRAZO TENSOR SONATA 3.3/ SOREN/SEDO/VERA 3.8|OTROS|00062|0.0000|0.0000|0.0000|CHINA|||
24810-3C200-SEO|GUIA CADENA LARGA  SONATA 3.3/ SOREN/SEDO/VERA 3.8|OTROS|00062|0.0000|0.0000|0.0000|CHINA|||
24312-3C100-SEO|CADENA TIEMPO SONATA 3.3/ SOREN/SEDO/VERA 3.8|OTROS|00062|0.0000|0.0000|0.0000|CHINA|||
24221-3C110-SEO|ENGRANAJE ARBOL LEVAS ESCAPE  SONATA 3.3 SOREN/SEDO/VERA 3.8|OTROS|00062|0.0000|0.0000|0.0000|CHINA|||
23122-3C100-SEO|ENGRANAJE CIGUENAL RH SONATA 3.3/ SOREN/SEDO /VERA 3.8|OTROS|00062|0.0000|0.0000|0.0000|CHINA|||
23121-3C100-SEO|ENGRANAJE CIGUENAL LH SONATA 3.3/ SOREN/SEDO /VERA 3.8|OTROS|00062|0.0000|0.0000|0.0000|CHINA|||
54610-25000-SEO|BASE AMORT. DEL. HYUNDAI ACCENT / GETZ SEONG|ACCEN|00062|14.8100|12.8800|3.6000|CHINA|||
54610-2D100-SEO|BASE AMORT. DEL. HYUNDAI ELANTRA XD|ELGTZ|00062|0.0000|0.0000|0.0000|CHINA|||
54610-4H000-SEO|BASE AMORT. DEL. HYUNDAI H1 09 / KIA SEDONA / STA SEONG|H1|00062|18.6300|16.2000|4.3000|CHINA|||
54610-2E200-SEO|BASE AMORT. DEL. HYUNDAI TUCSON SEONG|TUCSO|00062|15.5700|13.5400|3.8000|CHINA|||
54610-1D000-SEO|BASE AMORT. DEL. LH KIA OPTIMA 07 / CARENS 06-|OTROS|00062|0.0000|0.0000|0.0000|CHINA|||
54620-1D000-SEO|BASE AMORT. DEL. RH KIA OPTIMA 07/CARENS 06-|RIO|00062|0.0000|0.0000|0.0000|CHINA|||
54611-07000-SEO|BASE AMORT. DEL. RH/LH KIA PICANTO SEONG|PICAN|00062|6.8500|5.9600|1.5000|CHINA|||
24420-3C100-SEO|GUIA CADENA LEVA  SONATA 3.3/ SOREN/SEDO/VERA 3.8|OTROS|00062|0.0000|0.0000|0.0000|CHINA|||
KITCADSON|KIT CADENA SONATA 3.3/SORENTO/SEDON/VERA (18PCS) (STK-3C000) SEONG|OTROS|00062|219.5800|190.9400|51.8000|CHINA|||
31102-4A250|BOMBA GASOLINA H1 06 CORREA SEONG|H1|00062|0.0000|0.0000|23.5000|CHINA|||
31110-22040|BOMBA GASOLINA HYUNDAI ACCENT SEONG|ACCEN|00062|0.0000|63.0000|17.0000|CHINA|||
